dep_airport,arr_airport,carrier_group,ac_category,route_type,gcd_km,freq_band,co2_per_km,annual_co2_kg,annual_co2_saving_final
AMS,IBZ,narrowbody-mixed,narrowbody,narrowbody,1514,<50,17.6,879000,6450
AMS,IBZ,narrowbody-mixed,narrowbody,narrowbody,1514,200-500,19,13400000,91600
AMS,INN,narrowbody-mixed,narrowbody,narrowbody,732,<50,20.6,90400,1080
AMS,INN,narrowbody-mixed,narrowbody,narrowbody,732,200-500,22.2,5140000,61900
AMS,JMK,narrowbody-mixed,narrowbody,narrowbody,2298,<50,16.9,77500,430
AMS,JMK,narrowbody-mixed,narrowbody,narrowbody,2298,50-200,18.2,3090000,14400
AMS,JTR,narrowbody-mixed,narrowbody,narrowbody,2400,<50,16.8,40300,215
AMS,JTR,narrowbody-mixed,narrowbody,narrowbody,2400,50-200,18.1,4600000,20600
AMS,KEF,narrowbody-mixed,narrowbody,narrowbody,2036,<50,17.1,209000,1080
AMS,KEF,narrowbody-mixed,narrowbody,narrowbody,2036,200-500,18.4,8520000,44500
AMS,KGS,narrowbody-mixed,narrowbody,narrowbody,2451,<50,16.7,41000,215
AMS,KGS,narrowbody-mixed,narrowbody,narrowbody,2451,50-200,18,5970000,26400
AMS,KLX,narrowbody-mixed,narrowbody,narrowbody,2161,<50,17.6,76100,430
AMS,KLX,narrowbody-mixed,narrowbody,narrowbody,2161,<50,17,36700,215
AMS,KLX,narrowbody-mixed,narrowbody,narrowbody,2161,50-200,18.3,3200000,15900
AMS,LCA,narrowbody-mixed,narrowbody,narrowbody,2990,<50,17.5,105000,430
AMS,LCA,narrowbody-mixed,narrowbody,narrowbody,2990,<50,16.6,695000,2800
AMS,LCA,narrowbody-mixed,narrowbody,narrowbody,2990,50-200,17.9,6830000,24900
AMS,LIS,narrowbody-mixed,narrowbody,narrowbody,1844,<50,17.9,198000,1080
AMS,LIS,narrowbody-mixed,narrowbody,narrowbody,1844,<50,17.2,731000,4520
AMS,LIS,narrowbody-mixed,narrowbody,narrowbody,1844,200-500,18.6,13400000,76500
AMS,LJU,narrowbody-mixed,narrowbody,narrowbody,974,<50,24.2,141000,1080
AMS,LJU,narrowbody-mixed,narrowbody,narrowbody,974,<50,18.9,423000,4520
AMS,LJU,narrowbody-mixed,narrowbody,narrowbody,974,50-200,20.4,2120000,20900
AMS,LPA,narrowbody-mixed,narrowbody,narrowbody,3180,<50,16.5,158000,645
AMS,LPA,narrowbody-mixed,narrowbody,narrowbody,3180,200-500,17.8,23900000,83000
AMS,MAH,narrowbody-mixed,narrowbody,narrowbody,1384,<50,17.8,271000,2150
AMS,MAH,narrowbody-mixed,narrowbody,narrowbody,1384,50-200,19.2,1590000,11800
AMS,NAP,narrowbody-mixed,narrowbody,narrowbody,1460,<50,17.7,955000,7310
AMS,NAP,narrowbody-mixed,narrowbody,narrowbody,1460,200-500,19.1,7570000,53300
AMS,NCE,narrowbody-mixed,narrowbody,narrowbody,977,<50,24.1,165000,1290
AMS,NCE,narrowbody-mixed,narrowbody,narrowbody,977,<50,18.9,221000,2360
AMS,NCE,narrowbody-mixed,narrowbody,narrowbody,977,50-200,20.4,3920000,38500
AMS,OLB,narrowbody-mixed,narrowbody,narrowbody,1318,<50,17.9,189000,1500
AMS,OLB,narrowbody-mixed,narrowbody,narrowbody,1318,50-200,19.3,3240000,24900
AMS,OPO,narrowbody-mixed,narrowbody,narrowbody,1593,<50,17.5,334000,2360
AMS,OPO,narrowbody-mixed,narrowbody,narrowbody,1593,200-500,18.9,10200000,66200
AMS,ORY,narrowbody-mixed,narrowbody,narrowbody,431,<50,24.6,74100,1290
AMS,ORY,narrowbody-mixed,narrowbody,narrowbody,431,50-200,26.5,1260000,21500
AMS,PDL,narrowbody-mixed,narrowbody,narrowbody,2853,<50,17.9,1430000,5380
AMS,PFO,narrowbody-mixed,narrowbody,narrowbody,2935,<50,17.5,154000,645
AMS,PFO,narrowbody-mixed,narrowbody,narrowbody,2935,<50,16.6,48800,215
AMS,PFO,narrowbody-mixed,narrowbody,narrowbody,2935,50-200,17.9,4460000,16600
AMS,PMI,narrowbody-mixed,narrowbody,narrowbody,1424,<50,17.7,75700,645
AMS,PMI,narrowbody-mixed,narrowbody,narrowbody,1424,200-500,19.1,9090000,65400
AMS,PMO,narrowbody-mixed,narrowbody,narrowbody,1698,<50,18.7,63700,430
AMS,PSA,narrowbody-mixed,narrowbody,narrowbody,1046,<50,23.8,49800,430
AMS,PSA,narrowbody-mixed,narrowbody,narrowbody,1046,50-200,18.6,1260000,12700
AMS,PSA,narrowbody-mixed,narrowbody,narrowbody,1046,200-500,20.1,5780000,53800
AMS,PVK,narrowbody-mixed,narrowbody,narrowbody,1930,<50,17.8,103000,645
AMS,PVK,narrowbody-mixed,narrowbody,narrowbody,1930,<50,17.2,66300,430
AMS,PVK,narrowbody-mixed,narrowbody,narrowbody,1930,50-200,18.5,4930000,27100
AMS,RAK,narrowbody-mixed,narrowbody,narrowbody,2522,<50,16.7,590000,2800
AMS,RAK,narrowbody-mixed,narrowbody,narrowbody,2522,200-500,18,16700000,71800
AMS,RHO,narrowbody-mixed,narrowbody,narrowbody,2540,50-200,18,4430000,18900
AMS,RIX,narrowbody-mixed,narrowbody,narrowbody,1333,<50,17.9,763000,6240
AMS,RIX,narrowbody-mixed,narrowbody,narrowbody,1333,50-200,19.3,1780000,13500
AMS,SKG,narrowbody-mixed,narrowbody,narrowbody,1904,<50,17.2,1080000,6450
AMS,SKG,narrowbody-mixed,narrowbody,narrowbody,1904,200-500,18.5,11500000,63900
AMS,SMI,narrowbody-mixed,narrowbody,narrowbody,2363,50-200,18.1,3380000,15500
AMS,SPC,narrowbody-mixed,narrowbody,narrowbody,3219,<50,16.5,637000,2360
AMS,SPC,narrowbody-mixed,narrowbody,narrowbody,3219,<50,17.7,2280000,7740
AMS,SPU,narrowbody-mixed,narrowbody,narrowbody,1296,<50,18,69900,645
AMS,SPU,narrowbody-mixed,narrowbody,narrowbody,1296,50-200,19.4,1680000,13100
AMS,SSH,narrowbody-mixed,narrowbody,narrowbody,3645,<50,17.6,2750000,8380
AMS,SVQ,narrowbody-mixed,narrowbody,narrowbody,1849,<50,17.9,165000,1080
AMS,SVQ,narrowbody-mixed,narrowbody,narrowbody,1849,<50,17.2,223000,1290
AMS,SVQ,narrowbody-mixed,narrowbody,narrowbody,1849,200-500,18.6,15100000,85800
AMS,SZG,narrowbody-mixed,narrowbody,narrowbody,772,<50,20.2,250000,3220
AMS,SZG,narrowbody-mixed,narrowbody,narrowbody,772,50-200,21.8,3200000,37200
AMS,TFS,narrowbody-mixed,narrowbody,narrowbody,3220,<50,6.32,20300,215
AMS,TFS,narrowbody-mixed,narrowbody,narrowbody,3220,200-500,17.7,17200000,59100
AMS,TLV,narrowbody-mixed,narrowbody,narrowbody,3310,200-500,17.7,15900000,53100
AMS,TOS,narrowbody-mixed,narrowbody,narrowbody,2065,<50,18.4,342000,1720
AMS,VLC,narrowbody-mixed,narrowbody,narrowbody,1479,<50,17.6,365000,2800
AMS,VLC,narrowbody-mixed,narrowbody,narrowbody,1479,200-500,19,14000000,97600
AMS,VRN,narrowbody-mixed,narrowbody,narrowbody,888,<50,24.7,65900,645
AMS,VRN,narrowbody-mixed,narrowbody,narrowbody,888,<50,19.4,706000,7960
AMS,VRN,narrowbody-mixed,narrowbody,narrowbody,888,200-500,20.9,3880000,40800
AMS,ZTH,narrowbody-mixed,narrowbody,narrowbody,2044,<50,17.1,34900,215
AMS,ZTH,narrowbody-mixed,narrowbody,narrowbody,2044,200-500,18.4,8210000,42600
ATH,AMS,narrowbody-mixed,narrowbody,narrowbody,2179,<50,17.6,38300,215
ATH,AMS,narrowbody-mixed,narrowbody,narrowbody,2179,<50,17,591000,3220
ATH,AMS,narrowbody-mixed,narrowbody,narrowbody,2179,200-500,18.3,12500000,61300
ATH,EIN,narrowbody-mixed,narrowbody,narrowbody,2087,<50,17.7,295000,1500
ATH,EIN,narrowbody-mixed,narrowbody,narrowbody,2087,<50,17,35500,215
ATH,EIN,narrowbody-mixed,narrowbody,narrowbody,2087,200-500,18.4,7940000,40400
BCN,AMS,narrowbody-mixed,narrowbody,narrowbody,1241,<50,23.2,259000,1720
BCN,AMS,narrowbody-mixed,narrowbody,narrowbody,1241,50-200,18.1,1640000,14200
BCN,AMS,narrowbody-mixed,narrowbody,narrowbody,1241,500-1500,19.5,13600000,110000
BCN,EIN,narrowbody-mixed,narrowbody,narrowbody,1157,<50,18.3,233000,2150
BCN,EIN,narrowbody-mixed,narrowbody,narrowbody,1157,200-500,19.7,9410000,80600
BCN,RTM,narrowbody-mixed,narrowbody,narrowbody,1197,50-200,18.2,3030000,27100
BCN,RTM,narrowbody-mixed,narrowbody,narrowbody,1197,50-200,19.6,4020000,33500
BDS,RTM,narrowbody-mixed,narrowbody,narrowbody,1624,<50,17.5,312000,2150
BDS,RTM,narrowbody-mixed,narrowbody,narrowbody,1624,50-200,18.8,1740000,11200
BGY,RTM,narrowbody-mixed,narrowbody,narrowbody,797,50-200,20,1290000,15900
BGY,RTM,narrowbody-mixed,narrowbody,narrowbody,797,50-200,21.6,896000,10100
BIA,RTM,narrowbody-mixed,narrowbody,narrowbody,1110,<50,18.4,858000,8170
BIA,RTM,narrowbody-mixed,narrowbody,narrowbody,1110,<50,19.9,309000,2800
BIO,EIN,narrowbody-mixed,narrowbody,narrowbody,1096,50-200,19.9,2790000,24900
BLQ,EIN,narrowbody-mixed,narrowbody,narrowbody,885,50-200,20.9,2060000,21700
BOD,EIN,narrowbody-mixed,narrowbody,narrowbody,863,50-200,21.1,2330000,24900
BRI,AMS,narrowbody-mixed,narrowbody,narrowbody,1537,<50,22.6,69300,430
BRI,AMS,narrowbody-mixed,narrowbody,narrowbody,1537,<50,17.6,810000,5800
BRI,AMS,narrowbody-mixed,narrowbody,narrowbody,1537,200-500,18.9,7600000,51200
BRU,AGP,narrowbody-mixed,narrowbody,narrowbody,1733,50-200,18.7,4670000,28200
BRU,ALC,narrowbody-mixed,narrowbody,narrowbody,1458,200-500,19.1,8640000,60800
BRU,FAO,narrowbody-mixed,narrowbody,narrowbody,1831,50-200,18.6,6270000,35900
BRU,HER,narrowbody-mixed,narrowbody,narrowbody,2393,50-200,18.1,2940000,13300
BRU,IBZ,narrowbody-mixed,narrowbody,narrowbody,1358,50-200,19.2,3270000,24500
BRU,INN,narrowbody-mixed,narrowbody,narrowbody,642,<50,21.4,27500,430
BRU,INN,narrowbody-mixed,narrowbody,narrowbody,642,<50,23.1,475000,6240
BRU,JTR,narrowbody-mixed,narrowbody,narrowbody,2319,<50,18.1,379000,1720
BRU,SVQ,narrowbody-mixed,narrowbody,narrowbody,1708,50-200,18.7,2180000,13300
BRU,SZG,narrowbody-mixed,narrowbody,narrowbody,707,<50,20.8,73500,1080
BRU,SZG,narrowbody-mixed,narrowbody,narrowbody,707,<50,22.4,397000,4940
BRU,TFS,narrowbody-mixed,narrowbody,narrowbody,3093,50-200,17.8,6550000,23200
BRU,ZTH,narrowbody-mixed,narrowbody,narrowbody,1949,<50,18.5,974000,5380
CFU,AMS,narrowbody-mixed,narrowbody,narrowbody,1825,50-200,18.6,3430000,19800
CFU,RTM,narrowbody-mixed,narrowbody,narrowbody,1815,<50,17.3,1000000,6240
CFU,RTM,narrowbody-mixed,narrowbody,narrowbody,1815,<50,18.6,777000,4520
CHQ,AMS,narrowbody-mixed,narrowbody,narrowbody,2409,50-200,18.1,4010000,18100
CPH,EIN,narrowbody-mixed,narrowbody,narrowbody,666,50-200,22.9,2570000,33100
CTA,AMS,narrowbody-mixed,narrowbody,narrowbody,1833,<50,17.3,569000,3440
CTA,AMS,narrowbody-mixed,narrowbody,narrowbody,1833,200-500,18.6,6990000,40200
EDI,RTM,narrowbody-mixed,narrowbody,narrowbody,674,50-200,21.1,1240000,17000
EDI,RTM,narrowbody-mixed,narrowbody,narrowbody,674,50-200,22.8,998000,12700
EFL,AMS,narrowbody-mixed,narrowbody,narrowbody,1991,<50,18.5,1320000,7100
EGC,RTM,narrowbody-mixed,narrowbody,narrowbody,842,50-200,19.7,2220000,26200
EGC,RTM,narrowbody-mixed,narrowbody,narrowbody,842,<50,21.3,430000,4730
EIN,ACE,narrowbody-mixed,narrowbody,narrowbody,2955,50-200,17.9,5910000,21900
EIN,AGP,narrowbody-mixed,narrowbody,narrowbody,1817,50-200,17.9,4030000,24300
EIN,AGP,narrowbody-mixed,narrowbody,narrowbody,1817,200-500,18.6,16300000,94600
EIN,ALC,narrowbody-mixed,narrowbody,narrowbody,1535,<50,18,553000,3870
EIN,ALC,narrowbody-mixed,narrowbody,narrowbody,1535,500-1500,18.9,15000000,101000
EIN,ATH,narrowbody-mixed,narrowbody,narrowbody,2087,<50,17.7,295000,1500
EIN,ATH,narrowbody-mixed,narrowbody,narrowbody,2087,<50,17,35500,215
EIN,ATH,narrowbody-mixed,narrowbody,narrowbody,2087,200-500,18.4,7940000,40400
EIN,BCN,narrowbody-mixed,narrowbody,narrowbody,1157,<50,18.3,233000,2150
EIN,BCN,narrowbody-mixed,narrowbody,narrowbody,1157,200-500,19.7,9380000,80400
EIN,BIO,narrowbody-mixed,narrowbody,narrowbody,1096,50-200,19.9,2790000,24900
EIN,BLQ,narrowbody-mixed,narrowbody,narrowbody,885,50-200,20.9,2060000,21700
EIN,BOD,narrowbody-mixed,narrowbody,narrowbody,863,50-200,21.1,2330000,24900
EIN,CPH,narrowbody-mixed,narrowbody,narrowbody,666,50-200,22.9,2570000,33100
EIN,FAO,narrowbody-mixed,narrowbody,narrowbody,1917,50-200,17.8,1740000,9890
EIN,FAO,narrowbody-mixed,narrowbody,narrowbody,1917,200-500,18.5,13000000,71400
EIN,HER,narrowbody-mixed,narrowbody,narrowbody,2385,<50,17.4,207000,1080
EIN,HER,narrowbody-mixed,narrowbody,narrowbody,2385,50-200,18.1,7940000,35900
EIN,IBZ,narrowbody-mixed,narrowbody,narrowbody,1432,<50,18.1,701000,5380
EIN,IBZ,narrowbody-mixed,narrowbody,narrowbody,1432,200-500,19.1,9850000,70500
EIN,INN,narrowbody-mixed,narrowbody,narrowbody,634,<50,21.5,27300,430
EIN,INN,narrowbody-mixed,narrowbody,narrowbody,634,50-200,23.2,2800000,37200
EIN,KGS,narrowbody-mixed,narrowbody,narrowbody,2361,50-200,18.1,2740000,12500
EIN,KRK,narrowbody-mixed,narrowbody,narrowbody,1022,<50,20.2,124000,1080
EIN,LIS,narrowbody-mixed,narrowbody,narrowbody,1804,50-200,17.9,3160000,19100
EIN,LIS,narrowbody-mixed,narrowbody,narrowbody,1804,<50,17.3,31200,215
EIN,LIS,narrowbody-mixed,narrowbody,narrowbody,1804,50-200,18.6,6290000,36600
EIN,LPA,narrowbody-mixed,narrowbody,narrowbody,3137,50-200,17.8,6640000,23200
EIN,NCE,narrowbody-mixed,narrowbody,narrowbody,877,200-500,21,4110000,43600
EIN,PMI,narrowbody-mixed,narrowbody,narrowbody,1337,200-500,19.3,7220000,54800
EIN,PRG,narrowbody-mixed,narrowbody,narrowbody,641,200-500,23.1,3460000,45600
EIN,RAK,narrowbody-mixed,narrowbody,narrowbody,2462,50-200,18,7810000,34400
EIN,RHO,narrowbody-mixed,narrowbody,narrowbody,2451,50-200,18,4420000,19600
EIN,RJK,narrowbody-mixed,narrowbody,narrowbody,969,50-200,20.4,1110000,11000
EIN,SVQ,narrowbody-mixed,narrowbody,narrowbody,1791,200-500,18.6,7580000,44500
EIN,SZG,narrowbody-mixed,narrowbody,narrowbody,682,<50,21,71700,1080
EIN,SZG,narrowbody-mixed,narrowbody,narrowbody,682,50-200,22.7,1730000,21900
EIN,TFS,narrowbody-mixed,narrowbody,narrowbody,3180,50-200,17.8,7230000,24900
EIN,VLC,narrowbody-mixed,narrowbody,narrowbody,1403,<50,18.2,485000,3660
EIN,VLC,narrowbody-mixed,narrowbody,narrowbody,1403,<50,17.8,24900,215
EIN,VLC,narrowbody-mixed,narrowbody,narrowbody,1403,200-500,19.2,12000000,87300
EIN,ZTH,narrowbody-mixed,narrowbody,narrowbody,1947,<50,17.8,1250000,7100
EIN,ZTH,narrowbody-mixed,narrowbody,narrowbody,1947,<50,18.5,685000,3660
FAO,AMS,narrowbody-mixed,narrowbody,narrowbody,1968,<50,17.8,456000,2580
FAO,AMS,narrowbody-mixed,narrowbody,narrowbody,1968,<50,17.1,472000,2800
FAO,AMS,narrowbody-mixed,narrowbody,narrowbody,1968,500-1500,18.5,23700000,127000
FAO,BRU,narrowbody-mixed,narrowbody,narrowbody,1831,50-200,18.6,6270000,35900
FAO,EIN,narrowbody-mixed,narrowbody,narrowbody,1917,50-200,17.8,1740000,9890
FAO,EIN,narrowbody-mixed,narrowbody,narrowbody,1917,200-500,18.5,13100000,72000
FAO,RTM,narrowbody-mixed,narrowbody,narrowbody,1923,50-200,17.2,2280000,13500
FAO,RTM,narrowbody-mixed,narrowbody,narrowbody,1923,200-500,18.5,15100000,83000
FCO,RTM,narrowbody-mixed,narrowbody,narrowbody,1273,50-200,18,1990000,17000
FCO,RTM,narrowbody-mixed,narrowbody,narrowbody,1273,50-200,19.4,1760000,14000
FNC,AMS,narrowbody-mixed,narrowbody,narrowbody,2781,<50,16.6,46300,215
FNC,AMS,narrowbody-mixed,narrowbody,narrowbody,2781,200-500,17.9,11600000,45600
FUE,AMS,narrowbody-mixed,narrowbody,narrowbody,3063,<50,16.6,863000,3220
FUE,AMS,narrowbody-mixed,narrowbody,narrowbody,3063,50-200,17.8,7150000,25600
GNB,RTM,narrowbody-mixed,narrowbody,narrowbody,735,<50,22.2,261000,3220
GRO,AMS,narrowbody-mixed,narrowbody,narrowbody,1165,<50,18.3,21300,215
GRO,AMS,narrowbody-mixed,narrowbody,narrowbody,1165,50-200,19.7,4020000,34200
GRO,RTM,narrowbody-mixed,narrowbody,narrowbody,1123,50-200,18.4,1200000,11400
GRO,RTM,narrowbody-mixed,narrowbody,narrowbody,1123,50-200,19.8,3050000,26900
GVA,RTM,narrowbody-mixed,narrowbody,narrowbody,647,<50,21.4,55400,860
GVA,RTM,narrowbody-mixed,narrowbody,narrowbody,647,<50,23.1,239000,3220
HER,AMS,narrowbody-mixed,narrowbody,narrowbody,2478,<50,17.3,215000,1080
HER,AMS,narrowbody-mixed,narrowbody,narrowbody,2478,<50,16.7,41500,215
HER,AMS,narrowbody-mixed,narrowbody,narrowbody,2478,200-500,18,14900000,65400
HER,BRU,narrowbody-mixed,narrowbody,narrowbody,2393,50-200,18.1,2940000,13300
HER,EIN,narrowbody-mixed,narrowbody,narrowbody,2385,<50,17.4,207000,1080
HER,EIN,narrowbody-mixed,narrowbody,narrowbody,2385,50-200,18.1,7940000,35900
HER,RTM,narrowbody-mixed,narrowbody,narrowbody,2470,50-200,18,5210000,22800
IBZ,AMS,narrowbody-mixed,narrowbody,narrowbody,1514,<50,22.6,137000,860
IBZ,AMS,narrowbody-mixed,narrowbody,narrowbody,1514,<50,17.6,879000,6450
IBZ,AMS,narrowbody-mixed,narrowbody,narrowbody,1514,200-500,19,13400000,91400
IBZ,BRU,narrowbody-mixed,narrowbody,narrowbody,1358,50-200,19.2,3270000,24500
IBZ,EIN,narrowbody-mixed,narrowbody,narrowbody,1432,<50,18.1,701000,5380
IBZ,EIN,narrowbody-mixed,narrowbody,narrowbody,1432,200-500,19.1,9880000,70700
IBZ,RTM,narrowbody-mixed,narrowbody,narrowbody,1473,50-200,17.7,1640000,12300
IBZ,RTM,narrowbody-mixed,narrowbody,narrowbody,1473,200-500,19,6480000,45200
INN,AMS,narrowbody-mixed,narrowbody,narrowbody,732,<50,20.6,90400,1080
INN,AMS,narrowbody-mixed,narrowbody,narrowbody,732,200-500,22.2,5140000,61900
INN,BRU,narrowbody-mixed,narrowbody,narrowbody,642,<50,21.4,27500,430
INN,BRU,narrowbody-mixed,narrowbody,narrowbody,642,<50,23.1,475000,6240
INN,EIN,narrowbody-mixed,narrowbody,narrowbody,634,<50,21.5,27300,430
INN,EIN,narrowbody-mixed,narrowbody,narrowbody,634,50-200,23.2,2800000,37200
INN,RTM,narrowbody-mixed,narrowbody,narrowbody,721,<50,20.7,194000,2580
INN,RTM,narrowbody-mixed,narrowbody,narrowbody,721,50-200,22.3,2890000,35300
JMK,AMS,narrowbody-mixed,narrowbody,narrowbody,2298,<50,16.9,77500,430
JMK,AMS,narrowbody-mixed,narrowbody,narrowbody,2298,50-200,18.2,3090000,14400
JTR,AMS,narrowbody-mixed,narrowbody,narrowbody,2400,<50,16.8,40300,215
JTR,AMS,narrowbody-mixed,narrowbody,narrowbody,2400,50-200,18.1,4600000,20600
JTR,BRU,narrowbody-mixed,narrowbody,narrowbody,2319,<50,18.1,379000,1720
KEF,AMS,narrowbody-mixed,narrowbody,narrowbody,2036,<50,17.1,209000,1080
KEF,AMS,narrowbody-mixed,narrowbody,narrowbody,2036,200-500,18.4,8520000,44500
KGS,AMS,narrowbody-mixed,narrowbody,narrowbody,2451,<50,16.7,41000,215
KGS,AMS,narrowbody-mixed,narrowbody,narrowbody,2451,50-200,18,5970000,26400
KGS,EIN,narrowbody-mixed,narrowbody,narrowbody,2361,50-200,18.1,2740000,12500
KGS,RTM,narrowbody-mixed,narrowbody,narrowbody,2446,<50,16.8,1020000,4940
KGS,RTM,narrowbody-mixed,narrowbody,narrowbody,2446,<50,18,1320000,5800
KLU,RTM,narrowbody-mixed,narrowbody,narrowbody,929,<50,20.7,134000,1290
KLX,AMS,narrowbody-mixed,narrowbody,narrowbody,2161,<50,17.6,76100,430
KLX,AMS,narrowbody-mixed,narrowbody,narrowbody,2161,<50,17,36700,215
KLX,AMS,narrowbody-mixed,narrowbody,narrowbody,2161,50-200,18.3,3200000,15900
LCA,AMS,narrowbody-mixed,narrowbody,narrowbody,2990,<50,17.5,105000,430
LCA,AMS,narrowbody-mixed,narrowbody,narrowbody,2990,<50,16.6,695000,2800
LCA,AMS,narrowbody-mixed,narrowbody,narrowbody,2990,50-200,17.9,6830000,24900
LEI,RTM,narrowbody-mixed,narrowbody,narrowbody,1762,50-200,17.3,2170000,14000
LEI,RTM,narrowbody-mixed,narrowbody,narrowbody,1762,<50,18.7,527000,3220
LIS,AMS,narrowbody-mixed,narrowbody,narrowbody,1844,<50,17.9,198000,1080
LIS,AMS,narrowbody-mixed,narrowbody,narrowbody,1844,<50,17.2,731000,4520
LIS,AMS,narrowbody-mixed,narrowbody,narrowbody,1844,200-500,18.6,13400000,76800
LIS,EIN,narrowbody-mixed,narrowbody,narrowbody,1804,50-200,17.9,3160000,19100
LIS,EIN,narrowbody-mixed,narrowbody,narrowbody,1804,<50,17.3,31200,215
LIS,EIN,narrowbody-mixed,narrowbody,narrowbody,1804,50-200,18.6,6250000,36300
LIS,RTM,narrowbody-mixed,narrowbody,narrowbody,1801,<50,17.3,1340000,8380
LIS,RTM,narrowbody-mixed,narrowbody,narrowbody,1801,50-200,18.6,5340000,31200
LPA,AMS,narrowbody-mixed,narrowbody,narrowbody,3180,<50,16.5,158000,645
LPA,AMS,narrowbody-mixed,narrowbody,narrowbody,3180,200-500,17.8,24000000,83200
LPA,EIN,narrowbody-mixed,narrowbody,narrowbody,3137,50-200,17.8,6640000,23200
LPA,RTM,narrowbody-mixed,narrowbody,narrowbody,3137,<50,16.5,1400000,5380
LPA,RTM,narrowbody-mixed,narrowbody,narrowbody,3137,50-200,17.8,4290000,15000
MAH,AMS,narrowbody-mixed,narrowbody,narrowbody,1384,<50,17.8,271000,2150
MAH,AMS,narrowbody-mixed,narrowbody,narrowbody,1384,50-200,19.2,1590000,11800
MPL,RTM,narrowbody-mixed,narrowbody,narrowbody,930,<50,19.1,551000,6020
MPL,RTM,narrowbody-mixed,narrowbody,narrowbody,930,<50,20.7,615000,6240
NAP,AMS,narrowbody-mixed,narrowbody,narrowbody,1460,<50,17.7,955000,7310
NAP,AMS,narrowbody-mixed,narrowbody,narrowbody,1460,200-500,19.1,7570000,53300
NCE,AMS,narrowbody-mixed,narrowbody,narrowbody,977,<50,24.1,165000,1290
NCE,AMS,narrowbody-mixed,narrowbody,narrowbody,977,<50,18.9,221000,2360
NCE,AMS,narrowbody-mixed,narrowbody,narrowbody,977,50-200,20.4,3920000,38500
NCE,EIN,narrowbody-mixed,narrowbody,narrowbody,877,200-500,21,4110000,43600
OLB,AMS,narrowbody-mixed,narrowbody,narrowbody,1318,<50,17.9,189000,1500
OLB,AMS,narrowbody-mixed,narrowbody,narrowbody,1318,50-200,19.3,3240000,24900
OPO,AMS,narrowbody-mixed,narrowbody,narrowbody,1593,<50,17.5,334000,2360
OPO,AMS,narrowbody-mixed,narrowbody,narrowbody,1593,200-500,18.9,10200000,66200
ORY,AMS,narrowbody-mixed,narrowbody,narrowbody,431,<50,24.6,74100,1290
ORY,AMS,narrowbody-mixed,narrowbody,narrowbody,431,50-200,26.5,1260000,21500
PDL,AMS,narrowbody-mixed,narrowbody,narrowbody,2853,<50,17.9,1430000,5380
PEG,RTM,narrowbody-mixed,narrowbody,narrowbody,1156,<50,18.3,888000,8170
PEG,RTM,narrowbody-mixed,narrowbody,narrowbody,1156,<50,19.7,297000,2580
PFO,AMS,narrowbody-mixed,narrowbody,narrowbody,2935,<50,17.5,154000,645
PFO,AMS,narrowbody-mixed,narrowbody,narrowbody,2935,<50,16.6,48800,215
PFO,AMS,narrowbody-mixed,narrowbody,narrowbody,2935,50-200,17.9,4460000,16600
PMI,AMS,narrowbody-mixed,narrowbody,narrowbody,1424,<50,17.7,75700,645
PMI,AMS,narrowbody-mixed,narrowbody,narrowbody,1424,200-500,19.1,9120000,65600
PMI,EIN,narrowbody-mixed,narrowbody,narrowbody,1337,200-500,19.3,7220000,54800
PMI,RTM,narrowbody-mixed,narrowbody,narrowbody,1384,50-200,17.8,1380000,11000
PMI,RTM,narrowbody-mixed,narrowbody,narrowbody,1384,50-200,19.2,2760000,20400
PMO,AMS,narrowbody-mixed,narrowbody,narrowbody,1698,<50,18.7,63700,430
PMO,RTM,narrowbody-mixed,narrowbody,narrowbody,1672,<50,17.4,931000,6240
PMO,RTM,narrowbody-mixed,narrowbody,narrowbody,1672,<50,18.8,722000,4520
PSA,AMS,narrowbody-mixed,narrowbody,narrowbody,1046,<50,23.8,49800,430
PSA,AMS,narrowbody-mixed,narrowbody,narrowbody,1046,50-200,18.6,1260000,12700
PSA,AMS,narrowbody-mixed,narrowbody,narrowbody,1046,200-500,20.1,5780000,53800
PVK,AMS,narrowbody-mixed,narrowbody,narrowbody,1930,<50,17.8,103000,645
PVK,AMS,narrowbody-mixed,narrowbody,narrowbody,1930,<50,17.2,66300,430
PVK,AMS,narrowbody-mixed,narrowbody,narrowbody,1930,50-200,18.5,4930000,27100
RHO,AMS,narrowbody-mixed,narrowbody,narrowbody,2540,50-200,18,4430000,18900
RHO,EIN,narrowbody-mixed,narrowbody,narrowbody,2451,50-200,18,4420000,19600
RTM,AGP,narrowbody-mixed,narrowbody,narrowbody,1836,50-200,17.2,2910000,18100
RTM,AGP,narrowbody-mixed,narrowbody,narrowbody,1836,500-1500,18.6,18600000,107000
RTM,AHU,narrowbody-mixed,narrowbody,narrowbody,1976,50-200,18.5,3910000,20900
RTM,ALC,narrowbody-mixed,narrowbody,narrowbody,1567,50-200,17.5,3650000,26000
RTM,ALC,narrowbody-mixed,narrowbody,narrowbody,1567,200-500,18.9,12900000,85600
RTM,BCN,narrowbody-mixed,narrowbody,narrowbody,1197,50-200,18.2,3030000,27100
RTM,BCN,narrowbody-mixed,narrowbody,narrowbody,1197,50-200,19.6,3990000,33300
RTM,BDS,narrowbody-mixed,narrowbody,narrowbody,1624,<50,17.5,312000,2150
RTM,BDS,narrowbody-mixed,narrowbody,narrowbody,1624,50-200,18.8,1740000,11200
