Carrier Code,Carrier Name,Dep Airport Code,Arr Airport Code,CalculatorName,ac_category,Dep Region Code,Arr Region Code,annual_flights,annual_co2_kg,mean_co2_flight,gcd_km,pct_affected,saving_per_flight_kg,annual_affected_flights,annual_co2_saving_kg,is_transatlantic,is_widebody,pct_affected_corr,saving_per_flight_corr,annual_affected_corr,annual_co2_saving_corr,is_south_atlantic,annual_co2_saving_final
TK,Turkish Airlines,DIY,JED,B739,narrowbody,EU1,ME1,1,35311.87691,35311.9,1804,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
TK,Turkish Airlines,DIY,MED,A321,narrowbody,EU1,ME1,4,134142.67444,33535.7,1482,0.91,215,4,860,FALSE,FALSE,0.91,215,4,860,FALSE,860
TK,Turkish Airlines,DIY,MED,B738,narrowbody,EU1,ME1,1,28183.45921,28183.5,1482,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
TK,Turkish Airlines,DIY,MED,B739,narrowbody,EU1,ME1,1,29484.51948,29484.5,1482,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
TK,Turkish Airlines,DIY,SAW,A320,narrowbody,EU1,EU1,95,1812667.89745,19080.7,993,0.91,215,86,18490,FALSE,FALSE,0.91,215,86,18490,FALSE,18490
TK,Turkish Airlines,DIY,SAW,A321,narrowbody,EU1,EU1,104,2483445.52352,23879.3,993,0.91,215,95,20425,FALSE,FALSE,0.91,215,95,20425,FALSE,20425
TK,Turkish Airlines,DIY,SAW,B738,narrowbody,EU1,EU1,528,10634229.281280002,20140.6,993,0.91,215,480,103200,FALSE,FALSE,0.91,215,480,103200,FALSE,103200
TK,Turkish Airlines,DIY,TZX,B738,narrowbody,EU1,EU1,96,955090.524096,9948.9,346,0.91,215,87,18705,FALSE,FALSE,0.91,215,87,18705,FALSE,18705
TK,Turkish Airlines,DIY,YEI,B738,narrowbody,EU1,EU1,104,2034371.4403999995,19561.3,954,0.91,215,95,20425,FALSE,FALSE,0.91,215,95,20425,FALSE,20425
TK,Turkish Airlines,DLM,AMM,B738,narrowbody,EU1,ME1,4,72719.21564,18179.8,861,0.91,215,4,860,FALSE,FALSE,0.91,215,4,860,FALSE,860
TK,Turkish Airlines,DLM,BEY,B738,narrowbody,EU1,ME1,60,932034.2478,15533.9,686,0.91,215,55,11825,FALSE,FALSE,0.91,215,55,11825,FALSE,11825
TK,Turkish Airlines,DLM,ESB,B738,narrowbody,EU1,EU1,746,9728774.6261,13041.3,526,0.91,215,679,145985,FALSE,FALSE,0.91,215,679,145985,FALSE,145985
TK,Turkish Airlines,DLM,IST,A319,narrowbody,EU1,EU1,120,1346469.5652,11220.6,507,0.91,215,109,23435,FALSE,FALSE,0.91,215,109,23435,FALSE,23435
TK,Turkish Airlines,DLM,IST,A320,narrowbody,EU1,EU1,423,5056871.35203,11954.8,507,0.91,215,385,82775,FALSE,FALSE,0.91,215,385,82775,FALSE,82775
TK,Turkish Airlines,DLM,IST,A321,narrowbody,EU1,EU1,798,11860902.11628,14863.3,507,0.91,215,726,156090,FALSE,FALSE,0.91,215,726,156090,FALSE,156090
TK,Turkish Airlines,DLM,IST,A332,widebody,EU1,EU1,6,169285.91586,28214.3,507,0.56,1259,3,3777,FALSE,TRUE,0.56,1259,3,3777,FALSE,3777
TK,Turkish Airlines,DLM,IST,A333,widebody,EU1,EU1,8,220330.98632,27541.4,507,0.56,1259,4,5036,FALSE,TRUE,0.56,1259,4,5036,FALSE,5036
TK,Turkish Airlines,DLM,IST,B738,narrowbody,EU1,EU1,826,10527576.92126,12745.3,507,0.91,215,752,161680,FALSE,FALSE,0.91,215,752,161680,FALSE,161680
TK,Turkish Airlines,DLM,IST,B739,narrowbody,EU1,EU1,197,2581011.55944,13101.6,507,0.91,215,179,38485,FALSE,FALSE,0.91,215,179,38485,FALSE,38485
TK,Turkish Airlines,DLM,IST,B772,widebody,EU1,EU1,8,235144.32664,29393,507,0.56,1259,4,5036,FALSE,TRUE,0.56,1259,4,5036,FALSE,5036
TK,Turkish Airlines,DLM,IST,B77W,widebody,EU1,EU1,7,267952.90991,38279,507,0.56,1259,4,5036,FALSE,TRUE,0.56,1259,4,5036,FALSE,5036
TK,Turkish Airlines,DLM,IST,B789,widebody,EU1,EU1,5,119914.7488,23982.9,507,0.56,1259,3,3777,FALSE,TRUE,0.56,1259,3,3777,FALSE,3777
TK,Turkish Airlines,DLM,JED,A321,narrowbody,EU1,ME1,1,43314.07821,43314.1,1946,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
TK,Turkish Airlines,DLM,JED,A333,widebody,EU1,ME1,1,74680.1862,74680.2,1946,0.56,1259,1,1259,FALSE,TRUE,0.56,1259,1,1259,FALSE,1259
TK,Turkish Airlines,DLM,KZN,B738,narrowbody,EU1,EU2,80,3745375.7448,46817.2,2606,0.91,215,73,15695,FALSE,FALSE,0.91,215,73,15695,FALSE,15695
TK,Turkish Airlines,DLM,LED,B77W,widebody,EU1,EU2,40,5795179.18,144879.5,2569,0.56,1259,22,27698,FALSE,TRUE,0.56,1259,22,27698,FALSE,27698
TK,Turkish Airlines,DLM,MED,A333,widebody,EU1,ME1,1,66448.56829,66448.6,1703,0.56,1259,1,1259,FALSE,TRUE,0.56,1259,1,1259,FALSE,1259
TK,Turkish Airlines,DLM,SAW,A320,narrowbody,EU1,EU1,118,1334682.51604,11310.9,467,0.91,215,107,23005,FALSE,FALSE,0.91,215,107,23005,FALSE,23005
TK,Turkish Airlines,DLM,SAW,A321,narrowbody,EU1,EU1,148,2081197.64796,14062.1,467,0.91,215,135,29025,FALSE,FALSE,0.91,215,135,29025,FALSE,29025
TK,Turkish Airlines,DLM,SAW,B738,narrowbody,EU1,EU1,497,5993988.48797,12060.3,467,0.91,215,452,97180,FALSE,FALSE,0.91,215,452,97180,FALSE,97180
TK,Turkish Airlines,DLM,VKO,A321,narrowbody,EU1,EU2,179,8619412.84939,48153.1,2194,0.91,215,163,35045,FALSE,FALSE,0.91,215,163,35045,FALSE,35045
TK,Turkish Airlines,DLM,VKO,B77W,widebody,EU1,EU2,129,16189622.4726,125500.9,2194,0.56,1259,72,90648,FALSE,TRUE,0.56,1259,72,90648,FALSE,90648
TK,Turkish Airlines,DNZ,IST,A319,narrowbody,EU1,EU1,183,1738282.020831,9498.8,396,0.91,215,167,35905,FALSE,FALSE,0.91,215,167,35905,FALSE,35905
TK,Turkish Airlines,DNZ,IST,A320,narrowbody,EU1,EU1,270,2740262.8914,10149.1,396,0.91,215,246,52890,FALSE,FALSE,0.91,215,246,52890,FALSE,52890
TK,Turkish Airlines,DNZ,IST,A321,narrowbody,EU1,EU1,277,3496086.69043,12621.3,396,0.91,215,252,54180,FALSE,FALSE,0.91,215,252,54180,FALSE,54180
TK,Turkish Airlines,DNZ,IST,B738,narrowbody,EU1,EU1,169,1828811.82913,10821.4,396,0.91,215,154,33110,FALSE,FALSE,0.91,215,154,33110,FALSE,33110
TK,Turkish Airlines,DNZ,IST,B739,narrowbody,EU1,EU1,65,721431.0564499999,11098.9,396,0.91,215,59,12685,FALSE,FALSE,0.91,215,59,12685,FALSE,12685
TK,Turkish Airlines,DNZ,JED,A321,narrowbody,EU1,ME1,4,178353.482,44588.4,2007,0.91,215,4,860,FALSE,FALSE,0.91,215,4,860,FALSE,860
TK,Turkish Airlines,DNZ,MED,A321,narrowbody,EU1,ME1,5,195654.77935,39131,1748,0.91,215,5,1075,FALSE,FALSE,0.91,215,5,1075,FALSE,1075
TK,Turkish Airlines,DNZ,MED,B738,narrowbody,EU1,ME1,1,32671.53901,32671.5,1748,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
TK,Turkish Airlines,DNZ,SAW,A320,narrowbody,EU1,EU1,44,410563.5666,9331,346,0.91,215,40,8600,FALSE,FALSE,0.91,215,40,8600,FALSE,8600
TK,Turkish Airlines,DNZ,SAW,A321,narrowbody,EU1,EU1,3,34819.61109,11606.5,346,0.91,215,3,645,FALSE,FALSE,0.91,215,3,645,FALSE,645
TK,Turkish Airlines,DNZ,SAW,B738,narrowbody,EU1,EU1,225,2238493.41585,9948.9,346,0.91,215,205,44075,FALSE,FALSE,0.91,215,205,44075,FALSE,44075
TK,Turkish Airlines,DUB,IST,A321,narrowbody,EU1,EU1,562,13221023.7265,23525,2921,0.91,215,511,109865,FALSE,FALSE,0.91,215,511,109865,FALSE,109865
TK,Turkish Airlines,DUB,IST,A332,widebody,EU1,EU1,80,9085168.576,113564.6,2921,0.56,1259,45,56655,FALSE,TRUE,0.56,1259,45,56655,FALSE,56655
TK,Turkish Airlines,DUB,IST,A333,widebody,EU1,EU1,123,13297834.8678,108112.5,2921,0.56,1259,69,86871,FALSE,TRUE,0.56,1259,69,86871,FALSE,86871
TK,Turkish Airlines,DUB,IST,B738,narrowbody,EU1,EU1,27,1409445.35649,52201.7,2921,0.91,215,25,5375,FALSE,FALSE,0.91,215,25,5375,FALSE,5375
TK,Turkish Airlines,DUB,IST,B739,narrowbody,EU1,EU1,2,111125.3658,55562.7,2921,0.91,215,2,430,FALSE,FALSE,0.91,215,2,430,FALSE,430
TK,Turkish Airlines,DUB,IST,B772,widebody,EU1,EU1,1,122959.1188,122959.1,2921,0.56,1259,1,1259,FALSE,TRUE,0.56,1259,1,1259,FALSE,1259
TK,Turkish Airlines,DUS,ADA,B738,narrowbody,EU1,EU1,6,295261.80234,49210.3,2746,0.91,215,5,1075,FALSE,FALSE,0.91,215,5,1075,FALSE,1075
TK,Turkish Airlines,DUS,ASR,B738,narrowbody,EU1,EU1,22,1036371.33512,47107.8,2623,0.91,215,20,4300,FALSE,FALSE,0.91,215,20,4300,FALSE,4300
TK,Turkish Airlines,DUS,AYT,A320,narrowbody,EU1,EU1,110,4720532.7576,42913.9,2478,0.91,215,100,21500,FALSE,FALSE,0.91,215,100,21500,FALSE,21500
TK,Turkish Airlines,DUS,AYT,B738,narrowbody,EU1,EU1,2,89299.993,44650,2478,0.91,215,2,430,FALSE,FALSE,0.91,215,2,430,FALSE,430
TK,Turkish Airlines,DUS,AYT,B739,narrowbody,EU1,EU1,2,93917.504319999993,46958.8,2478,0.91,215,2,430,FALSE,FALSE,0.91,215,2,430,FALSE,430
TK,Turkish Airlines,DUS,ESB,B738,narrowbody,EU1,EU1,147,6292923.76293,42809,2364,0.91,215,134,28810,FALSE,FALSE,0.91,215,134,28810,FALSE,28810
TK,Turkish Airlines,DUS,GZT,B738,narrowbody,EU1,EU1,8,413374.22688,51671.8,2890,0.91,215,7,1505,FALSE,FALSE,0.91,215,7,1505,FALSE,1505
TK,Turkish Airlines,DUS,IST,A321,narrowbody,EU1,EU1,791,35284479.86686,44607.4,2008,0.91,215,720,154800,FALSE,FALSE,0.91,215,720,154800,FALSE,154800
TK,Turkish Airlines,DUS,IST,A332,widebody,EU1,EU1,258,20829634.74462,80735,2008,0.56,1259,144,181296,FALSE,TRUE,0.56,1259,144,181296,FALSE,181296
TK,Turkish Airlines,DUS,IST,A333,widebody,EU1,EU1,380,29172123.5712,76768.7,2008,0.56,1259,213,268167,FALSE,TRUE,0.56,1259,213,268167,FALSE,268167
TK,Turkish Airlines,DUS,IST,B738,narrowbody,EU1,EU1,8,296479.55664,37059.9,2008,0.91,215,7,1505,FALSE,FALSE,0.91,215,7,1505,FALSE,1505
TK,Turkish Airlines,DUS,IST,B739,narrowbody,EU1,EU1,4,156013.67104,39003.4,2008,0.91,215,4,860,FALSE,FALSE,0.91,215,4,860,FALSE,860
TK,Turkish Airlines,DUS,IST,B772,widebody,EU1,EU1,6,523622.55072,87270.4,2008,0.56,1259,3,3777,FALSE,TRUE,0.56,1259,3,3777,FALSE,3777
TK,Turkish Airlines,DUS,IST,B789,widebody,EU1,EU1,3,214450.5585,71483.5,2008,0.56,1259,2,2518,FALSE,TRUE,0.56,1259,2,2518,FALSE,2518
TK,Turkish Airlines,DUS,OGU,B738,narrowbody,EU1,EU1,11,521946.2589,47449.7,2643,0.91,215,10,2150,FALSE,FALSE,0.91,215,10,2150,FALSE,2150
TK,Turkish Airlines,DUS,SAW,A320,narrowbody,EU1,EU1,116,4258681.378,36712.8,2073,0.91,215,106,22790,FALSE,FALSE,0.91,215,106,22790,FALSE,22790
TK,Turkish Airlines,DUS,SAW,A321,narrowbody,EU1,EU1,458,20997708.90342,45846.5,2073,0.91,215,417,89655,FALSE,FALSE,0.91,215,417,89655,FALSE,89655
TK,Turkish Airlines,DUS,SAW,B738,narrowbody,EU1,EU1,158,6021321.95238,38109.6,2073,0.91,215,144,30960,FALSE,FALSE,0.91,215,144,30960,FALSE,30960
TK,Turkish Airlines,DUS,TZX,B738,narrowbody,EU1,EU1,6,296492.54136000003,49415.4,2758,0.91,215,5,1075,FALSE,FALSE,0.91,215,5,1075,FALSE,1075
TK,Turkish Airlines,ECN,ADA,B738,narrowbody,EU1,EU1,371,3114837.3531939997,8395.8,257,0.91,215,338,72670,FALSE,FALSE,0.91,215,338,72670,FALSE,72670
TK,Turkish Airlines,ECN,AYT,A321,narrowbody,EU1,EU1,61,659718.6404800001,10815.1,307,0.91,215,56,12040,FALSE,FALSE,0.91,215,56,12040,FALSE,12040
TK,Turkish Airlines,ECN,AYT,B738,narrowbody,EU1,EU1,86,797073.81333,9268.3,307,0.91,215,78,16770,FALSE,FALSE,0.91,215,78,16770,FALSE,16770
TK,Turkish Airlines,ECN,AYT,B739,narrowbody,EU1,EU1,216,2048682.27024,9484.6,307,0.91,215,197,42355,FALSE,FALSE,0.91,215,197,42355,FALSE,42355
TK,Turkish Airlines,ECN,ESB,B738,narrowbody,EU1,EU1,825,11118910.13475,13477.5,554,0.91,215,751,161465,FALSE,FALSE,0.91,215,751,161465,FALSE,161465
TK,Turkish Airlines,ECN,IST,A319,narrowbody,EU1,EU1,60,898087.875,14968.1,795,0.91,215,55,11825,FALSE,FALSE,0.91,215,55,11825,FALSE,11825
TK,Turkish Airlines,ECN,IST,A320,narrowbody,EU1,EU1,456,7393810.35384,16214.5,795,0.91,215,415,89225,FALSE,FALSE,0.91,215,415,89225,FALSE,89225
TK,Turkish Airlines,ECN,IST,A321,narrowbody,EU1,EU1,878,17779894.60832,20250.4,795,0.91,215,799,171785,FALSE,FALSE,0.91,215,799,171785,FALSE,171785
TK,Turkish Airlines,ECN,IST,A332,widebody,EU1,EU1,9,343908.5985,38212.1,795,0.56,1259,5,6295,FALSE,TRUE,0.56,1259,5,6295,FALSE,6295
TK,Turkish Airlines,ECN,IST,A333,widebody,EU1,EU1,17,627460.3429800001,36909.4,795,0.56,1259,10,12590,FALSE,TRUE,0.56,1259,10,12590,FALSE,12590
TK,Turkish Airlines,ECN,IST,B738,narrowbody,EU1,EU1,484,8324515.88716,17199.4,795,0.91,215,440,94600,FALSE,FALSE,0.91,215,440,94600,FALSE,94600
TK,Turkish Airlines,ECN,IST,B739,narrowbody,EU1,EU1,268,4785864.5782,17857.7,795,0.91,215,244,52460,FALSE,FALSE,0.91,215,244,52460,FALSE,52460
TK,Turkish Airlines,ECN,IST,B772,widebody,EU1,EU1,30,1208188.9587,40273,795,0.56,1259,17,21403,FALSE,TRUE,0.56,1259,17,21403,FALSE,21403
TK,Turkish Airlines,ECN,IST,B789,widebody,EU1,EU1,5,165866.31900000002,33173.3,795,0.56,1259,3,3777,FALSE,TRUE,0.56,1259,3,3777,FALSE,3777
TK,Turkish Airlines,ECN,SAW,A320,narrowbody,EU1,EU1,149,2283499.39421,15325.5,734,0.91,215,136,29240,FALSE,FALSE,0.91,215,136,29240,FALSE,29240
TK,Turkish Airlines,ECN,SAW,A321,narrowbody,EU1,EU1,379,7248491.55008,19125.3,734,0.91,215,345,74175,FALSE,FALSE,0.91,215,345,74175,FALSE,74175
TK,Turkish Airlines,ECN,SAW,B738,narrowbody,EU1,EU1,744,12113584.43544,16281.7,734,0.91,215,677,145555,FALSE,FALSE,0.91,215,677,145555,FALSE,145555
TK,Turkish Airlines,ECN,TZX,B738,narrowbody,EU1,EU1,78,1405279.6235399998,18016.4,850,0.91,215,71,15265,FALSE,FALSE,0.91,215,71,15265,FALSE,15265
TK,Turkish Airlines,EDI,IST,A321,narrowbody,EU1,EU1,348,7988967.2352,22956.8,2828,0.91,215,317,68155,FALSE,FALSE,0.91,215,317,68155,FALSE,68155
TK,Turkish Airlines,EDI,IST,A332,widebody,EU1,EU1,9,990646.7661,110071.9,2828,0.56,1259,5,6295,FALSE,TRUE,0.56,1259,5,6295,FALSE,6295
TK,Turkish Airlines,EDI,IST,A333,widebody,EU1,EU1,8,837691.576,104711.4,2828,0.56,1259,4,5036,FALSE,TRUE,0.56,1259,4,5036,FALSE,5036
TK,Turkish Airlines,EDO,ESB,B738,narrowbody,EU1,EU1,84,1078452.89496,12838.7,513,0.91,215,76,16340,FALSE,FALSE,0.91,215,76,16340,FALSE,16340
TK,Turkish Airlines,EDO,IST,A319,narrowbody,EU1,EU1,126,886141.585224,7032.9,240,0.91,215,115,24725,FALSE,FALSE,0.91,215,115,24725,FALSE,24725
TK,Turkish Airlines,EDO,IST,A320,narrowbody,EU1,EU1,98,742535.255182,7576.9,240,0.91,215,89,19135,FALSE,FALSE,0.91,215,89,19135,FALSE,19135
TK,Turkish Airlines,EDO,IST,A321,narrowbody,EU1,EU1,45,424542.0159,9434.3,240,0.91,215,41,8815,FALSE,FALSE,0.91,215,41,8815,FALSE,8815
TK,Turkish Airlines,EDO,IST,B738,narrowbody,EU1,EU1,148,1196507.98542,8084.5,240,0.91,215,135,29025,FALSE,FALSE,0.91,215,135,29025,FALSE,29025
TK,Turkish Airlines,EDO,IST,B739,narrowbody,EU1,EU1,11,90811.626411,8255.6,240,0.91,215,10,2150,FALSE,FALSE,0.91,215,10,2150,FALSE,2150
TK,Turkish Airlines,EDO,JED,A321,narrowbody,EU1,ME1,6,300699.77706,50116.6,2297,0.91,215,5,1075,FALSE,FALSE,0.91,215,5,1075,FALSE,1075
TK,Turkish Airlines,EDO,SAW,A320,narrowbody,EU1,EU1,3,23005.601564999997,7668.5,245,0.91,215,3,645,FALSE,FALSE,0.91,215,3,645,FALSE,645
TK,Turkish Airlines,EDO,SAW,A321,narrowbody,EU1,EU1,9,85916.48445,9546.3,245,0.91,215,8,1720,FALSE,FALSE,0.91,215,8,1720,FALSE,1720
TK,Turkish Airlines,EDO,SAW,B738,narrowbody,EU1,EU1,7,57253.52404800001,8179.1,245,0.91,215,6,1290,FALSE,FALSE,0.91,215,6,1290,FALSE,1290
TK,Turkish Airlines,ERC,ESB,B738,narrowbody,EU1,EU1,347,4698304.73917,13539.8,558,0.91,215,316,67940,FALSE,FALSE,0.91,215,316,67940,FALSE,67940
TK,Turkish Airlines,ERC,IST,A319,narrowbody,EU1,EU1,90,1495422.6696,16615.8,927,0.91,215,82,17630,FALSE,FALSE,0.91,215,82,17630,FALSE,17630
TK,Turkish Airlines,ERC,IST,A320,narrowbody,EU1,EU1,151,2736921.5986,18125.3,927,0.91,215,137,29455,FALSE,FALSE,0.91,215,137,29455,FALSE,29455
TK,Turkish Airlines,ERC,IST,A321,narrowbody,EU1,EU1,175,3967192.67,22669.7,927,0.91,215,159,34185,FALSE,FALSE,0.91,215,159,34185,FALSE,34185
TK,Turkish Airlines,ERC,IST,B738,narrowbody,EU1,EU1,70,1341213.6388,19160.2,927,0.91,215,64,13760,FALSE,FALSE,0.91,215,64,13760,FALSE,13760
TK,Turkish Airlines,ERC,IST,B739,narrowbody,EU1,EU1,6,119816.25672,19969.4,927,0.91,215,5,1075,FALSE,FALSE,0.91,215,5,1075,FALSE,1075
TK,Turkish Airlines,ERC,JED,B738,narrowbody,EU1,ME1,1,36995.34839,36995.3,2004,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
TK,Turkish Airlines,ERC,SAW,A320,narrowbody,EU1,EU1,33,573294.6252,17372.6,875,0.91,215,30,6450,FALSE,FALSE,0.91,215,30,6450,FALSE,6450
TK,Turkish Airlines,ERC,SAW,A321,narrowbody,EU1,EU1,55,1194415.48435,21716.6,875,0.91,215,50,10750,FALSE,FALSE,0.91,215,50,10750,FALSE,10750
TK,Turkish Airlines,ERC,SAW,B738,narrowbody,EU1,EU1,274,5038247.779879999,18387.8,875,0.91,215,249,53535,FALSE,FALSE,0.91,215,249,53535,FALSE,53535
TK,Turkish Airlines,ERZ,ASR,A333,widebody,EU1,EU1,1,27475.40009,27475.4,505,0.56,1259,1,1259,FALSE,TRUE,0.56,1259,1,1259,FALSE,1259
TK,Turkish Airlines,ERZ,ESB,B738,narrowbody,EU1,EU1,777,12178787.94552,15674.1,695,0.91,215,707,152005,FALSE,FALSE,0.91,215,707,152005,FALSE,152005
TK,Turkish Airlines,ERZ,IST,A319,narrowbody,EU1,EU1,85,1559094.63385,18342.3,1057,0.91,215,77,16555,FALSE,FALSE,0.91,215,77,16555,FALSE,16555
TK,Turkish Airlines,ERZ,IST,A320,narrowbody,EU1,EU1,216,4336866.77688,20078.1,1057,0.91,215,197,42355,FALSE,FALSE,0.91,215,197,42355,FALSE,42355
TK,Turkish Airlines,ERZ,IST,A321,narrowbody,EU1,EU1,434,10908304.4931,25134.3,1057,0.91,215,395,84925,FALSE,FALSE,0.91,215,395,84925,FALSE,84925
TK,Turkish Airlines,ERZ,IST,B738,narrowbody,EU1,EU1,209,4427330.24679,21183.4,1057,0.91,215,190,40850,FALSE,FALSE,0.91,215,190,40850,FALSE,40850
TK,Turkish Airlines,ERZ,IST,B739,narrowbody,EU1,EU1,21,464610.86112,22124.3,1057,0.91,215,19,4085,FALSE,FALSE,0.91,215,19,4085,FALSE,4085
TK,Turkish Airlines,ERZ,JED,A321,narrowbody,EU1,ME1,1,45236.51121,45236.5,2041,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
TK,Turkish Airlines,ERZ,MED,A333,widebody,EU1,ME1,1,66888.94291,66888.9,1716,0.56,1259,1,1259,FALSE,TRUE,0.56,1259,1,1259,FALSE,1259
TK,Turkish Airlines,ERZ,MED,B739,narrowbody,EU1,ME1,1,33715.2467,33715.2,1716,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
TK,Turkish Airlines,ERZ,SAW,A320,narrowbody,EU1,EU1,69,1331153.92158,19292.1,1007,0.91,215,63,13545,FALSE,FALSE,0.91,215,63,13545,FALSE,13545
TK,Turkish Airlines,ERZ,SAW,A321,narrowbody,EU1,EU1,177,4273833.2916,24146,1007,0.91,215,161,34615,FALSE,FALSE,0.91,215,161,34615,FALSE,34615
TK,Turkish Airlines,ERZ,SAW,B738,narrowbody,EU1,EU1,441,8978699.02734,20359.9,1007,0.91,215,401,86215,FALSE,FALSE,0.91,215,401,86215,FALSE,86215
TK,Turkish Airlines,ERZ,YEI,B738,narrowbody,EU1,EU1,156,3128027.6523599997,20051.5,987,0.91,215,142,30530,FALSE,FALSE,0.91,215,142,30530,FALSE,30530
TK,Turkish Airlines,ESB,ADA,B738,narrowbody,EU1,EU1,968,10576438.87696,10926.1,402,0.91,215,881,189415,FALSE,FALSE,0.91,215,881,189415,FALSE,189415
TK,Turkish Airlines,ESB,ADB,A320,narrowbody,EU1,EU1,1,12459.64426,12459.6,541,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
TK,Turkish Airlines,ESB,ADB,B738,narrowbody,EU1,EU1,1707,22660320.71937,13274.9,541,0.91,215,1553,333895,FALSE,FALSE,0.91,215,1553,333895,FALSE,333895
TK,Turkish Airlines,ESB,ADF,B738,narrowbody,EU1,EU1,367,4877620.09866,13290.5,542,0.91,215,334,71810,FALSE,FALSE,0.91,215,334,71810,FALSE,71810
TK,Turkish Airlines,ESB,AJI,B738,narrowbody,EU1,EU1,347,6282619.55889,18105.5,856,0.91,215,316,67940,FALSE,FALSE,0.91,215,316,67940,FALSE,67940
TK,Turkish Airlines,ESB,ALA,A320,narrowbody,EU1,AS2,2,44935.0606,22467.5,3627,0.91,215,2,430,FALSE,FALSE,0.91,215,2,430,FALSE,430
TK,Turkish Airlines,ESB,ALA,B738,narrowbody,EU1,AS2,103,6566137.73309,63748.9,3627,0.91,215,94,20210,FALSE,FALSE,0.91,215,94,20210,FALSE,20210
TK,Turkish Airlines,ESB,AMM,B738,narrowbody,EU1,ME1,160,3167829.5007999996,19798.9,970,0.91,215,146,31390,FALSE,FALSE,0.91,215,146,31390,FALSE,31390
TK,Turkish Airlines,ESB,AMS,B738,narrowbody,EU1,EU1,43,1959482.66189,45569.4,2533,0.91,215,39,8385,FALSE,FALSE,0.91,215,39,8385,FALSE,8385
TK,Turkish Airlines,ESB,ARN,B738,narrowbody,EU1,EU1,31,1350608.32178,43568,2411,0.91,215,28,6020,FALSE,FALSE,0.91,215,28,6020,FALSE,6020
TK,Turkish Airlines,ESB,AYT,A321,narrowbody,EU1,EU1,14,179538.72314,12824.2,406,0.91,215,13,2795,FALSE,FALSE,0.91,215,13,2795,FALSE,2795
TK,Turkish Airlines,ESB,AYT,B738,narrowbody,EU1,EU1,1764,19396722.0888,10995.9,406,0.91,215,1605,345075,FALSE,FALSE,0.91,215,1605,345075,FALSE,345075
TK,Turkish Airlines,ESB,BAL,B738,narrowbody,EU1,EU1,420,6890659.469400001,16406.3,742,0.91,215,382,82130,FALSE,FALSE,0.91,215,382,82130,FALSE,82130
TK,Turkish Airlines,ESB,BEG,B738,narrowbody,EU1,EU2,206,4713256.03396,22879.9,1160,0.91,215,187,40205,FALSE,FALSE,0.91,215,187,40205,FALSE,40205
TK,Turkish Airlines,ESB,BER,B738,narrowbody,EU1,EU1,132,4900439.38164,37124.5,2012,0.91,215,120,25800,FALSE,FALSE,0.91,215,120,25800,FALSE,25800
TK,Turkish Airlines,ESB,BEY,B738,narrowbody,EU1,ME1,32,521014.38432,16281.7,734,0.91,215,29,6235,FALSE,FALSE,0.91,215,29,6235,FALSE,6235
TK,Turkish Airlines,ESB,BGG,B738,narrowbody,EU1,EU1,202,3074909.18944,15222.3,666,0.91,215,184,39560,FALSE,FALSE,0.91,215,184,39560,FALSE,39560
TK,Turkish Airlines,ESB,BJV,B738,narrowbody,EU1,EU1,631,8563263.92875,13570.9,560,0.91,215,574,123410,FALSE,FALSE,0.91,215,574,123410,FALSE,123410
TK,Turkish Airlines,ESB,BSL,B738,narrowbody,EU1,EU1,20,799981.4214,39999.1,2190,0.91,215,18,3870,FALSE,FALSE,0.91,215,18,3870,FALSE,3870
TK,Turkish Airlines,ESB,CDG,B738,narrowbody,EU1,EU1,104,4828100.58432,46424,2583,0.91,215,95,20425,FALSE,FALSE,0.91,215,95,20425,FALSE,20425
TK,Turkish Airlines,ESB,CGN,B738,narrowbody,EU1,EU1,127,5350604.64421,42130.7,2322,0.91,215,116,24940,FALSE,FALSE,0.91,215,116,24940,FALSE,24940
TK,Turkish Airlines,ESB,CKZ,B738,narrowbody,EU1,EU1,362,4895761.862480001,13524.2,557,0.91,215,329,70735,FALSE,FALSE,0.91,215,329,70735,FALSE,70735
TK,Turkish Airlines,ESB,CPH,B738,narrowbody,EU1,EU1,6,248424.22878,41404,2277,0.91,215,5,1075,FALSE,FALSE,0.91,215,5,1075,FALSE,1075
TK,Turkish Airlines,ESB,DIY,B738,narrowbody,EU1,EU1,1003,15314867.10979,15269.1,669,0.91,215,913,196295,FALSE,FALSE,0.91,215,913,196295,FALSE,196295
TK,Turkish Airlines,ESB,DLM,B738,narrowbody,EU1,EU1,746,9728774.6261,13041.3,526,0.91,215,679,145985,FALSE,FALSE,0.91,215,679,145985,FALSE,145985
TK,Turkish Airlines,ESB,DUS,B738,narrowbody,EU1,EU1,147,6292923.76293,42809,2364,0.91,215,134,28810,FALSE,FALSE,0.91,215,134,28810,FALSE,28810
