Carrier Code,Carrier Name,Dep Airport Code,Arr Airport Code,CalculatorName,ac_category,Dep Region Code,Arr Region Code,annual_flights,annual_co2_kg,mean_co2_flight,gcd_km,pct_affected,saving_per_flight_kg,annual_affected_flights,annual_co2_saving_kg,is_transatlantic,is_widebody,pct_affected_corr,saving_per_flight_corr,annual_affected_corr,annual_co2_saving_corr,is_south_atlantic,annual_co2_saving_final
BA,British Airways,CDG,LHR,A319,narrowbody,EU1,EU1,590,5141942.14325,8715.2,346,0.91,215,537,115455,FALSE,FALSE,0.91,215,537,115455,FALSE,115455
BA,British Airways,CDG,LHR,A320,narrowbody,EU1,EU1,1345,12550181.75175,9331,346,0.91,215,1224,263160,FALSE,FALSE,0.91,215,1224,263160,FALSE,263160
BA,British Airways,CDG,LHR,A321,narrowbody,EU1,EU1,256,2971273.47968,11606.5,346,0.91,215,233,50095,FALSE,FALSE,0.91,215,233,50095,FALSE,50095
BA,British Airways,CFU,LGW,A320,narrowbody,EU1,EU1,33,1181204.62614,35794.1,2013,0.91,215,30,6450,FALSE,FALSE,0.91,215,30,6450,FALSE,6450
BA,British Airways,CFU,LGW,A321,narrowbody,EU1,EU1,32,1430487.94464,44702.7,2013,0.91,215,29,6235,FALSE,FALSE,0.91,215,29,6235,FALSE,6235
BA,British Airways,CFU,LHR,A320,narrowbody,EU1,EU1,307,11158005.29791,36345.3,2049,0.91,215,279,59985,FALSE,FALSE,0.91,215,279,59985,FALSE,59985
BA,British Airways,CFU,LHR,A321,narrowbody,EU1,EU1,58,2632562.8642,45389,2049,0.91,215,53,11395,FALSE,FALSE,0.91,215,53,11395,FALSE,11395
BA,British Airways,CGN,LHR,A319,narrowbody,EU1,EU1,66,763055.82408,11561.5,533,0.91,215,60,12900,FALSE,FALSE,0.91,215,60,12900,FALSE,12900
BA,British Airways,CGN,LHR,A320,narrowbody,EU1,EU1,34,419588.97956,12340.9,533,0.91,215,31,6665,FALSE,FALSE,0.91,215,31,6665,FALSE,6665
BA,British Airways,CGN,LHR,A321,narrowbody,EU1,EU1,4,61405.78772,15351.4,533,0.91,215,4,860,FALSE,FALSE,0.91,215,4,860,FALSE,860
BA,British Airways,CHQ,LHR,A320,narrowbody,EU1,EU1,139,6355983.822480001,45726.5,2634,0.91,215,126,27090,FALSE,FALSE,0.91,215,126,27090,FALSE,27090
BA,British Airways,CHQ,LHR,A321,narrowbody,EU1,EU1,1,21771.62751,21771.6,2634,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
BA,British Airways,CPH,LHR,A319,narrowbody,EU1,EU1,265,4568580.710650001,17239.9,977,0.91,215,241,51815,FALSE,FALSE,0.91,215,241,51815,FALSE,51815
BA,British Airways,CPH,LHR,A320,narrowbody,EU1,EU1,1338,25220097.28518,18849.1,977,0.91,215,1218,261870,FALSE,FALSE,0.91,215,1218,261870,FALSE,261870
BA,British Airways,CPH,LHR,A321,narrowbody,EU1,EU1,292,6887125.06408,23586,977,0.91,215,266,57190,FALSE,FALSE,0.91,215,266,57190,FALSE,57190
BA,British Airways,CTA,LGW,A320,narrowbody,EU1,EU1,124,4273788.6413199995,34466,1934,0.91,215,113,24295,FALSE,FALSE,0.91,215,113,24295,FALSE,24295
BA,British Airways,CTA,LGW,A321,narrowbody,EU1,EU1,91,3918510.56415,43060.6,1934,0.91,215,83,17845,FALSE,FALSE,0.91,215,83,17845,FALSE,17845
BA,British Airways,DLM,LGW,A320,narrowbody,EU1,EU1,148,7196818.68396,48627.2,2791,0.91,215,135,29025,FALSE,FALSE,0.91,215,135,29025,FALSE,29025
BA,British Airways,DLM,LGW,A321,narrowbody,EU1,EU1,68,1545691.94452,22730.8,2791,0.91,215,62,13330,FALSE,FALSE,0.91,215,62,13330,FALSE,13330
BA,British Airways,DLM,LHR,A320,narrowbody,EU1,EU1,84,4131239.09436,49181.4,2821,0.91,215,76,16340,FALSE,FALSE,0.91,215,76,16340,FALSE,16340
BA,British Airways,DLM,LHR,A321,narrowbody,EU1,EU1,27,618679.0357199999,22914,2821,0.91,215,25,5375,FALSE,FALSE,0.91,215,25,5375,FALSE,5375
BA,British Airways,DUB,LHR,A319,narrowbody,EU1,EU1,461,4761890.6027,10329.5,449,0.91,215,420,90300,FALSE,FALSE,0.91,215,420,90300,FALSE,90300
BA,British Airways,DUB,LHR,A320,narrowbody,EU1,EU1,1408,15511008.66304,11016.3,449,0.91,215,1281,275415,FALSE,FALSE,0.91,215,1281,275415,FALSE,275415
BA,British Airways,DUB,LHR,A321,narrowbody,EU1,EU1,287,3930995.67161,13696.8,449,0.91,215,261,56115,FALSE,FALSE,0.91,215,261,56115,FALSE,56115
BA,British Airways,DUB,LHR,B772,widebody,EU1,EU1,1,27215.01476,27215,449,0.56,1259,1,1259,FALSE,TRUE,0.56,1259,1,1259,FALSE,1259
BA,British Airways,DUS,LHR,A319,narrowbody,EU1,EU1,380,4233928.422,11141.9,501,0.91,215,346,74390,FALSE,FALSE,0.91,215,346,74390,FALSE,74390
BA,British Airways,DUS,LHR,A320,narrowbody,EU1,EU1,870,10323145.6629,11865.7,501,0.91,215,792,170280,FALSE,FALSE,0.91,215,792,170280,FALSE,170280
BA,British Airways,DUS,LHR,A321,narrowbody,EU1,EU1,110,1622569.6641,14750.6,501,0.91,215,100,21500,FALSE,FALSE,0.91,215,100,21500,FALSE,21500
BA,British Airways,EDI,LHR,A319,narrowbody,EU1,EU1,786,9087301.17768,11561.5,533,0.91,215,715,153725,FALSE,FALSE,0.91,215,715,153725,FALSE,153725
BA,British Airways,EDI,LHR,A320,narrowbody,EU1,EU1,2621,32345373.98314,12340.9,533,0.91,215,2385,512775,FALSE,FALSE,0.91,215,2385,512775,FALSE,512775
BA,British Airways,EDI,LHR,A321,narrowbody,EU1,EU1,468,7184477.16324,15351.4,533,0.91,215,426,91590,FALSE,FALSE,0.91,215,426,91590,FALSE,91590
BA,British Airways,EFL,LHR,A320,narrowbody,EU1,EU1,57,2207831.7590699997,38733.9,2205,0.91,215,52,11180,FALSE,FALSE,0.91,215,52,11180,FALSE,11180
BA,British Airways,FAO,LGW,A319,narrowbody,EU1,EU1,76,2083511.79564,27414.6,1685,0.91,215,69,14835,FALSE,FALSE,0.91,215,69,14835,FALSE,14835
BA,British Airways,FAO,LGW,A320,narrowbody,EU1,EU1,434,13109689.05988,30206.7,1685,0.91,215,395,84925,FALSE,FALSE,0.91,215,395,84925,FALSE,84925
BA,British Airways,FAO,LGW,A321,narrowbody,EU1,EU1,197,7446592.59083,37800,1685,0.91,215,179,38485,FALSE,FALSE,0.91,215,179,38485,FALSE,38485
BA,British Airways,FAO,LHR,A320,narrowbody,EU1,EU1,425,13034119.882250002,30668.5,1712,0.91,215,387,83205,FALSE,FALSE,0.91,215,387,83205,FALSE,83205
BA,British Airways,FAO,LHR,A321,narrowbody,EU1,EU1,13,498815.04621,38370.4,1712,0.91,215,12,2580,FALSE,FALSE,0.91,215,12,2580,FALSE,2580
BA,British Airways,FCO,LHR,A319,narrowbody,EU1,EU1,294,7011582.8328,23848.9,1442,0.91,215,268,57620,FALSE,FALSE,0.91,215,268,57620,FALSE,57620
BA,British Airways,FCO,LHR,A320,narrowbody,EU1,EU1,1644,42958205.75268,26130.3,1442,0.91,215,1496,321640,FALSE,FALSE,0.91,215,1496,321640,FALSE,321640
BA,British Airways,FCO,LHR,A321,narrowbody,EU1,EU1,246,8055259.06038,32745,1442,0.91,215,224,48160,FALSE,FALSE,0.91,215,224,48160,FALSE,48160
BA,British Airways,FLR,LHR,A320,narrowbody,EU1,EU1,196,4428284.93408,22593.3,1217,0.91,215,178,38270,FALSE,FALSE,0.91,215,178,38270,FALSE,38270
BA,British Airways,FNC,LHR,A320,narrowbody,EU1,EU1,320,13693261.4528,42791.4,2470,0.91,215,291,62565,FALSE,FALSE,0.91,215,291,62565,FALSE,62565
BA,British Airways,FNC,LHR,A321,narrowbody,EU1,EU1,1,53414.52195,53414.5,2470,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
BA,British Airways,FRA,LHR,A319,narrowbody,EU1,EU1,372,4886111.394599999,13134.7,653,0.91,215,339,72885,FALSE,FALSE,0.91,215,339,72885,FALSE,72885
BA,British Airways,FRA,LHR,A320,narrowbody,EU1,EU1,991,13995626.53992,14122.7,653,0.91,215,902,193930,FALSE,FALSE,0.91,215,902,193930,FALSE,193930
BA,British Airways,FRA,LHR,A321,narrowbody,EU1,EU1,118,2077330.76754,17604.5,653,0.91,215,107,23005,FALSE,FALSE,0.91,215,107,23005,FALSE,23005
BA,British Airways,FRA,LHR,B772,widebody,EU1,EU1,16,559217.13008,34951.1,653,0.56,1259,9,11331,FALSE,TRUE,0.56,1259,9,11331,FALSE,11331
BA,British Airways,FRA,LHR,B789,widebody,EU1,EU1,10,286882.0771,28688.2,653,0.56,1259,6,7554,FALSE,TRUE,0.56,1259,6,7554,FALSE,7554
BA,British Airways,FSC,LHR,A319,narrowbody,EU1,EU1,26,575818.659,22146.9,1323,0.91,215,24,5160,FALSE,FALSE,0.91,215,24,5160,FALSE,5160
BA,British Airways,FSC,LHR,A320,narrowbody,EU1,EU1,12,291115.35396,24259.6,1323,0.91,215,11,2365,FALSE,FALSE,0.91,215,11,2365,FALSE,2365
BA,British Airways,FUE,LGW,A320,narrowbody,EU1,EU1,15,722478.9927000001,48165.3,2766,0.91,215,14,3010,FALSE,FALSE,0.91,215,14,3010,FALSE,3010
BA,British Airways,FUE,LGW,A321,narrowbody,EU1,EU1,3,67734.10551,22578,2766,0.91,215,3,645,FALSE,FALSE,0.91,215,3,645,FALSE,645
BA,British Airways,GIB,LHR,A319,narrowbody,EU1,EU1,1,28302.02475,28302,1745,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
BA,British Airways,GIB,LHR,A320,narrowbody,EU1,EU1,615,19208303.35785,31233,1745,0.91,215,560,120400,FALSE,FALSE,0.91,215,560,120400,FALSE,120400
BA,British Airways,GIB,LHR,A321,narrowbody,EU1,EU1,1,39067.57523,39067.6,1745,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
BA,British Airways,GLA,LGW,A319,narrowbody,EU1,EU1,12,148491.6108,12374.3,595,0.91,215,11,2365,FALSE,FALSE,0.91,215,11,2365,FALSE,2365
BA,British Airways,GLA,LGW,A320,narrowbody,EU1,EU1,348,4614998.41908,13261.5,595,0.91,215,317,68155,FALSE,FALSE,0.91,215,317,68155,FALSE,68155
BA,British Airways,GLA,LGW,A321,narrowbody,EU1,EU1,4,66062.09332,16515.5,595,0.91,215,4,860,FALSE,FALSE,0.91,215,4,860,FALSE,860
BA,British Airways,GLA,LHR,A319,narrowbody,EU1,EU1,502,5942059.39842,11836.8,554,0.91,215,457,98255,FALSE,FALSE,0.91,215,457,98255,FALSE,98255
BA,British Airways,GLA,LHR,A320,narrowbody,EU1,EU1,2182,27608150.22566,12652.7,554,0.91,215,1986,426990,FALSE,FALSE,0.91,215,1986,426990,FALSE,426990
BA,British Airways,GLA,LHR,A321,narrowbody,EU1,EU1,410,6455749.6567,15745.7,554,0.91,215,373,80195,FALSE,FALSE,0.91,215,373,80195,FALSE,80195
BA,British Airways,GNB,LGW,A319,narrowbody,EU1,EU1,25,363281.18525,14531.2,760,0.91,215,23,4945,FALSE,FALSE,0.91,215,23,4945,FALSE,4945
BA,British Airways,GNB,LGW,A320,narrowbody,EU1,EU1,29,455527.40727,15707.8,760,0.91,215,26,5590,FALSE,FALSE,0.91,215,26,5590,FALSE,5590
BA,British Airways,GNB,LGW,A321,narrowbody,EU1,EU1,7,137262.9216,19609,760,0.91,215,6,1290,FALSE,FALSE,0.91,215,6,1290,FALSE,1290
BA,British Airways,GNB,LHR,A319,narrowbody,EU1,EU1,8,120244.34584,15030.5,800,0.91,215,7,1505,FALSE,FALSE,0.91,215,7,1505,FALSE,1505
BA,British Airways,GNB,LHR,A320,narrowbody,EU1,EU1,26,423458.7666400001,16286.9,800,0.91,215,24,5160,FALSE,FALSE,0.91,215,24,5160,FALSE,5160
BA,British Airways,GOT,LHR,A319,narrowbody,EU1,EU1,497,9172986.52004,18456.7,1065,0.91,215,452,97180,FALSE,FALSE,0.91,215,452,97180,FALSE,97180
BA,British Airways,GOT,LHR,A320,narrowbody,EU1,EU1,416,8404800.3936,20203.8,1065,0.91,215,379,81485,FALSE,FALSE,0.91,215,379,81485,FALSE,81485
BA,British Airways,GOT,LHR,A321,narrowbody,EU1,EU1,2,50584.96952,25292.5,1065,0.91,215,2,430,FALSE,FALSE,0.91,215,2,430,FALSE,430
BA,British Airways,GVA,LGW,A319,narrowbody,EU1,EU1,85,1183313.5719,13921.3,713,0.91,215,77,16555,FALSE,FALSE,0.91,215,77,16555,FALSE,16555
BA,British Airways,GVA,LGW,A320,narrowbody,EU1,EU1,312,4684265.19912,15013.7,713,0.91,215,284,61060,FALSE,FALSE,0.91,215,284,61060,FALSE,61060
BA,British Airways,GVA,LGW,A321,narrowbody,EU1,EU1,22,412082.51876,18731,713,0.91,215,20,4300,FALSE,FALSE,0.91,215,20,4300,FALSE,4300
BA,British Airways,GVA,LHR,A319,narrowbody,EU1,EU1,554,7994989.0905,14431.4,752,0.91,215,504,108360,FALSE,FALSE,0.91,215,504,108360,FALSE,108360
BA,British Airways,GVA,LHR,A320,narrowbody,EU1,EU1,2072,32306696.16776,15592,752,0.91,215,1886,405490,FALSE,FALSE,0.91,215,1886,405490,FALSE,405490
BA,British Airways,GVA,LHR,A321,narrowbody,EU1,EU1,176,3425376.98448,19462.4,752,0.91,215,160,34400,FALSE,FALSE,0.91,215,160,34400,FALSE,34400
BA,British Airways,HAJ,LHR,A319,narrowbody,EU1,EU1,99,1363934.97801,13777.1,702,0.91,215,90,19350,FALSE,FALSE,0.91,215,90,19350,FALSE,19350
BA,British Airways,HAJ,LHR,A320,narrowbody,EU1,EU1,573,8509240.01826,14850.3,702,0.91,215,521,112015,FALSE,FALSE,0.91,215,521,112015,FALSE,112015
BA,British Airways,HAJ,LHR,A321,narrowbody,EU1,EU1,69,1278190.0791000002,18524.5,702,0.91,215,63,13545,FALSE,FALSE,0.91,215,63,13545,FALSE,13545
BA,British Airways,HAM,LHR,A319,narrowbody,EU1,EU1,296,4241017.1524,14327.8,744,0.91,215,269,57835,FALSE,FALSE,0.91,215,269,57835,FALSE,57835
BA,British Airways,HAM,LHR,A320,narrowbody,EU1,EU1,926,14328913.98994,15474,744,0.91,215,843,181245,FALSE,FALSE,0.91,215,843,181245,FALSE,181245
BA,British Airways,HAM,LHR,A321,narrowbody,EU1,EU1,142,2742454.77276,19313.1,744,0.91,215,129,27735,FALSE,FALSE,0.91,215,129,27735,FALSE,27735
BA,British Airways,HER,LGW,A320,narrowbody,EU1,EU1,117,5440789.298880001,46502.5,2676,0.91,215,106,22790,FALSE,FALSE,0.91,215,106,22790,FALSE,22790
BA,British Airways,HER,LGW,A321,narrowbody,EU1,EU1,109,2401075.08293,22028.2,2676,0.91,215,99,21285,FALSE,FALSE,0.91,215,99,21285,FALSE,21285
BA,British Airways,HER,LHR,A320,narrowbody,EU1,EU1,89,4197915.51534,47167.6,2712,0.91,215,81,17415,FALSE,FALSE,0.91,215,81,17415,FALSE,17415
BA,British Airways,HER,LHR,A321,narrowbody,EU1,EU1,7,155736.98791,22248.1,2712,0.91,215,6,1290,FALSE,FALSE,0.91,215,6,1290,FALSE,1290
BA,British Airways,IBZ,LGW,A320,narrowbody,EU1,EU1,303,7565005.19049,24967,1368,0.91,215,276,59340,FALSE,FALSE,0.91,215,276,59340,FALSE,59340
BA,British Airways,IBZ,LGW,A321,narrowbody,EU1,EU1,29,907181.95386,31282.1,1368,0.91,215,26,5590,FALSE,FALSE,0.91,215,26,5590,FALSE,5590
BA,British Airways,IBZ,LHR,A319,narrowbody,EU1,EU1,48,1120719.2808,23348.3,1407,0.91,215,44,9460,FALSE,FALSE,0.91,215,44,9460,FALSE,9460
BA,British Airways,IBZ,LHR,A320,narrowbody,EU1,EU1,298,7622868.220600001,25580.1,1407,0.91,215,271,58265,FALSE,FALSE,0.91,215,271,58265,FALSE,58265
BA,British Airways,IBZ,LHR,A321,narrowbody,EU1,EU1,62,1987291.05858,32053.1,1407,0.91,215,56,12040,FALSE,FALSE,0.91,215,56,12040,FALSE,12040
BA,British Airways,INN,LGW,A320,narrowbody,EU1,EU1,24,438829.0307999999,18284.5,938,0.91,215,22,4730,FALSE,FALSE,0.91,215,22,4730,FALSE,4730
BA,British Airways,INN,LHR,A320,narrowbody,EU1,EU1,168,3149625.38688,18747.8,970,0.91,215,153,32895,FALSE,FALSE,0.91,215,153,32895,FALSE,32895
BA,British Airways,INV,LHR,A319,narrowbody,EU1,EU1,133,1848050.3216,13895.1,711,0.91,215,121,26015,FALSE,FALSE,0.91,215,121,26015,FALSE,26015
BA,British Airways,INV,LHR,A320,narrowbody,EU1,EU1,505,7566906.127649999,14984,711,0.91,215,460,98900,FALSE,FALSE,0.91,215,460,98900,FALSE,98900
BA,British Airways,IST,LHR,A320,narrowbody,EU1,EU1,876,37686496.53852,43021.1,2485,0.91,215,797,171355,FALSE,FALSE,0.91,215,797,171355,FALSE,171355
BA,British Airways,IST,LHR,A321,narrowbody,EU1,EU1,115,6175553.6337,53700.5,2485,0.91,215,105,22575,FALSE,FALSE,0.91,215,105,22575,FALSE,22575
BA,British Airways,JER,LHR,A319,narrowbody,EU1,EU1,1268,9739171.51718,7680.7,280,0.91,215,1154,248110,FALSE,FALSE,0.91,215,1154,248110,FALSE,248110
BA,British Airways,JER,LHR,A320,narrowbody,EU1,EU1,243,2005006.693293,8251.1,280,0.91,215,221,47515,FALSE,FALSE,0.91,215,221,47515,FALSE,47515
BA,British Airways,JER,LHR,A321,narrowbody,EU1,EU1,1,10267.11382,10267.1,280,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
BA,British Airways,JMK,LGW,A320,narrowbody,EU1,EU1,21,914086.31475,43527.9,2515,0.91,215,19,4085,FALSE,FALSE,0.91,215,19,4085,FALSE,4085
BA,British Airways,JMK,LHR,A320,narrowbody,EU1,EU1,206,9096153.7572,44156.1,2549,0.91,215,187,40205,FALSE,FALSE,0.91,215,187,40205,FALSE,40205
BA,British Airways,JTR,LGW,A320,narrowbody,EU1,EU1,129,5834368.68954,45227.7,2607,0.91,215,117,25155,FALSE,FALSE,0.91,215,117,25155,FALSE,25155
BA,British Airways,JTR,LGW,A321,narrowbody,EU1,EU1,1,21606.68049,21606.7,2607,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
BA,British Airways,JTR,LHR,A320,narrowbody,EU1,EU1,235,10784803.6948,45892.8,2643,0.91,215,214,46010,FALSE,FALSE,0.91,215,214,46010,FALSE,46010
BA,British Airways,KEF,LHR,A320,narrowbody,EU1,EU1,294,9931849.07652,33781.8,1894,0.91,215,268,57620,FALSE,FALSE,0.91,215,268,57620,FALSE,57620
BA,British Airways,KEF,LHR,A321,narrowbody,EU1,EU1,46,1941912.0997800005,42215.5,1894,0.91,215,42,9030,FALSE,FALSE,0.91,215,42,9030,FALSE,9030
BA,British Airways,KGS,LGW,A320,narrowbody,EU1,EU1,130,6045321.443200001,46502.5,2676,0.91,215,118,25370,FALSE,FALSE,0.91,215,118,25370,FALSE,25370
BA,British Airways,KGS,LGW,A321,narrowbody,EU1,EU1,18,396507.81186,22028.2,2676,0.91,215,16,3440,FALSE,FALSE,0.91,215,16,3440,FALSE,3440
BA,British Airways,KLX,LHR,A320,narrowbody,EU1,EU1,64,2652417.8368,41444,2382,0.91,215,58,12470,FALSE,FALSE,0.91,215,58,12470,FALSE,12470
BA,British Airways,KLX,LHR,A321,narrowbody,EU1,EU1,3,155210.94387000002,51737,2382,0.91,215,3,645,FALSE,FALSE,0.91,215,3,645,FALSE,645
BA,British Airways,LCA,LHR,A320,narrowbody,EU1,EU1,239,4928908.4003,20623,3275,0.91,215,217,46655,FALSE,FALSE,0.91,215,217,46655,FALSE,46655
BA,British Airways,LCA,LHR,A321,narrowbody,EU1,EU1,877,22643812.72114,25819.6,3275,0.91,215,798,171570,FALSE,FALSE,0.91,215,798,171570,FALSE,171570
BA,British Airways,LCA,LHR,B772,widebody,EU1,EU1,1,136710.1005,136710.1,3275,0.56,1259,1,1259,FALSE,TRUE,0.56,1259,1,1259,FALSE,1259
BA,British Airways,LGW,ACC,B772,widebody,EU1,AF3,28,5812985.796800001,207606.6,5060,0.56,1259,16,20144,FALSE,TRUE,0.56,1259,16,20144,FALSE,20144
BA,British Airways,LGW,ACE,A320,narrowbody,EU1,EU1,307,14463434.2252,47112.2,2709,0.91,215,279,59985,FALSE,FALSE,0.91,215,279,59985,FALSE,59985
BA,British Airways,LGW,ACE,A321,narrowbody,EU1,EU1,54,1200409.93872,22229.8,2709,0.91,215,49,10535,FALSE,FALSE,0.91,215,49,10535,FALSE,10535
BA,British Airways,LGW,AGP,A319,narrowbody,EU1,EU1,54,1446846.39612,26793.5,1643,0.91,215,49,10535,FALSE,FALSE,0.91,215,49,10535,FALSE,10535
BA,British Airways,LGW,AGP,A320,narrowbody,EU1,EU1,470,13859457.3229,29488.2,1643,0.91,215,428,92020,FALSE,FALSE,0.91,215,428,92020,FALSE,92020
BA,British Airways,LGW,AGP,A321,narrowbody,EU1,EU1,193,7124138.24813,36912.6,1643,0.91,215,176,37840,FALSE,FALSE,0.91,215,176,37840,FALSE,37840
BA,British Airways,LGW,ALC,A319,narrowbody,EU1,EU1,32,757215.456,23663,1429,0.91,215,29,6235,FALSE,FALSE,0.91,215,29,6235,FALSE,6235
BA,British Airways,LGW,ALC,A320,narrowbody,EU1,EU1,268,6948150.62824,25925.9,1429,0.91,215,244,52460,FALSE,FALSE,0.91,215,244,52460,FALSE,52460
BA,British Airways,LGW,ALC,A321,narrowbody,EU1,EU1,115,3736116.9847,32488,1429,0.91,215,105,22575,FALSE,FALSE,0.91,215,105,22575,FALSE,22575
BA,British Airways,LGW,ALG,A320,narrowbody,EU1,AF1,23,671933.7743899999,29214.5,1627,0.91,215,21,4515,FALSE,FALSE,0.91,215,21,4515,FALSE,4515
BA,British Airways,LGW,ALG,A321,narrowbody,EU1,AF1,40,1462984.1328,36574.6,1627,0.91,215,36,7740,FALSE,FALSE,0.91,215,36,7740,FALSE,7740
BA,British Airways,LGW,AMS,A319,narrowbody,EU1,EU1,152,1362820.605016,8965.9,362,0.91,215,138,29670,FALSE,FALSE,0.91,215,138,29670,FALSE,29670
BA,British Airways,LGW,AMS,A320,narrowbody,EU1,EU1,654,6273686.153082,9592.8,362,0.91,215,595,127925,FALSE,FALSE,0.91,215,595,127925,FALSE,127925
BA,British Airways,LGW,AMS,A321,narrowbody,EU1,EU1,196,2338524.15524,11931.2,362,0.91,215,178,38270,FALSE,FALSE,0.91,215,178,38270,FALSE,38270
BA,British Airways,LGW,ANU,B772,widebody,EU1,LA1,285,78752620.32599999,276325,6560,0.56,1259,160,201440,FALSE,TRUE,0.56,1259,160,201440,TRUE,18084
BA,British Airways,LGW,AYT,A320,narrowbody,EU1,EU1,128,6496234.74048,50751.8,2906,0.91,215,116,24940,FALSE,FALSE,0.91,215,116,24940,FALSE,24940
BA,British Airways,LGW,AYT,A321,narrowbody,EU1,EU1,11,257766.47611,23433.3,2906,0.91,215,10,2150,FALSE,FALSE,0.91,215,10,2150,FALSE,2150
BA,British Airways,LGW,BGI,B772,widebody,EU1,LA1,108,30677435.2404,284050.3,6754,0.56,1259,60,75540,FALSE,TRUE,0.56,1259,60,75540,TRUE,6853
BA,British Airways,LGW,BOD,A319,narrowbody,EU1,EU1,59,812850.13841,13777.1,702,0.91,215,54,11610,FALSE,FALSE,0.91,215,54,11610,FALSE,11610
BA,British Airways,LGW,BOD,A320,narrowbody,EU1,EU1,293,4351147.16466,14850.3,702,0.91,215,267,57405,FALSE,FALSE,0.91,215,267,57405,FALSE,57405
BA,British Airways,LGW,BOD,A321,narrowbody,EU1,EU1,85,1574581.9815000002,18524.5,702,0.91,215,77,16555,FALSE,FALSE,0.91,215,77,16555,FALSE,16555
BA,British Airways,LGW,BRI,A320,narrowbody,EU1,EU1,49,1497728.20281,30565.9,1706,0.91,215,45,9675,FALSE,FALSE,0.91,215,45,9675,FALSE,9675
BA,British Airways,LGW,BRI,A321,narrowbody,EU1,EU1,123,4703966.10747,38243.6,1706,0.91,215,112,24080,FALSE,FALSE,0.91,215,112,24080,FALSE,24080
BA,British Airways,LGW,CAG,A320,narrowbody,EU1,EU1,92,2491016.7158000004,27076.3,1502,0.91,215,84,18060,FALSE,FALSE,0.91,215,84,18060,FALSE,18060
BA,British Airways,LGW,CAG,A321,narrowbody,EU1,EU1,59,2002090.85234,33933.7,1502,0.91,215,54,11610,FALSE,FALSE,0.91,215,54,11610,FALSE,11610
BA,British Airways,LGW,CFU,A320,narrowbody,EU1,EU1,33,1181204.62614,35794.1,2013,0.91,215,30,6450,FALSE,FALSE,0.91,215,30,6450,FALSE,6450
BA,British Airways,LGW,CFU,A321,narrowbody,EU1,EU1,32,1430487.94464,44702.7,2013,0.91,215,29,6235,FALSE,FALSE,0.91,215,29,6235,FALSE,6235
BA,British Airways,LGW,CPT,B772,widebody,EU1,AF2,64,8590469.696,134226.1,9632,0.56,1259,36,45324,FALSE,TRUE,0.56,1259,36,45324,FALSE,45324
BA,British Airways,LGW,CTA,A320,narrowbody,EU1,EU1,124,4273788.6413199995,34466,1934,0.91,215,113,24295,FALSE,FALSE,0.91,215,113,24295,FALSE,24295
BA,British Airways,LGW,CTA,A321,narrowbody,EU1,EU1,91,3918510.56415,43060.6,1934,0.91,215,83,17845,FALSE,FALSE,0.91,215,83,17845,FALSE,17845
BA,British Airways,LGW,CUN,B772,widebody,EU1,LA2,364,40955991.2944,112516.5,7973,0.56,1259,204,256836,FALSE,TRUE,0.56,1259,204,256836,TRUE,23097
BA,British Airways,LGW,DBV,A319,narrowbody,EU1,EU2,14,384425.98152,27459,1688,0.91,215,13,2795,FALSE,FALSE,0.91,215,13,2795,FALSE,2795
BA,British Airways,LGW,DBV,A320,narrowbody,EU1,EU2,225,6808044.2985,30258,1688,0.91,215,205,44075,FALSE,FALSE,0.91,215,205,44075,FALSE,44075
BA,British Airways,LGW,DBV,A321,narrowbody,EU1,EU2,44,1665987.09376,37863.3,1688,0.91,215,40,8600,FALSE,FALSE,0.91,215,40,8600,FALSE,8600
BA,British Airways,LGW,DLM,A320,narrowbody,EU1,EU1,148,7196818.68396,48627.2,2791,0.91,215,135,29025,FALSE,FALSE,0.91,215,135,29025,FALSE,29025
BA,British Airways,LGW,DLM,A321,narrowbody,EU1,EU1,68,1545691.94452,22730.8,2791,0.91,215,62,13330,FALSE,FALSE,0.91,215,62,13330,FALSE,13330
BA,British Airways,LGW,DOH,B772,widebody,EU1,ME1,363,77485758.6789,213459.4,5211,0.56,1259,203,255577,FALSE,TRUE,0.56,1259,203,255577,FALSE,255577
BA,British Airways,LGW,FAO,A319,narrowbody,EU1,EU1,76,2083511.79564,27414.6,1685,0.91,215,69,14835,FALSE,FALSE,0.91,215,69,14835,FALSE,14835
BA,British Airways,LGW,FAO,A320,narrowbody,EU1,EU1,434,13109689.05988,30206.7,1685,0.91,215,395,84925,FALSE,FALSE,0.91,215,395,84925,FALSE,84925
BA,British Airways,LGW,FAO,A321,narrowbody,EU1,EU1,197,7446592.59083,37800,1685,0.91,215,179,38485,FALSE,FALSE,0.91,215,179,38485,FALSE,38485
BA,British Airways,LGW,FUE,A320,narrowbody,EU1,EU1,15,722478.9927000001,48165.3,2766,0.91,215,14,3010,FALSE,FALSE,0.91,215,14,3010,FALSE,3010
